id,name,followers,genres,popularity,related_artists_count,related_artists_ids
32wcuqRxZuBY5HbH1bWa8h,Tube & Berger,70004.0,"['dusseldorf electronic', 'german techno', 'groove room', 'tech house', 'tropical house']",55,20,6XJeFzmI6vrWyHcdB7EImP;64fjAjykuM8Oc3Bqup4g72;1iZiG82D4w7FLHvOUUj4zW;0HZ3FXXgXyKoMHKwKSZOpq;4N6XVXvfjBPNFCdS56TCea
08jywfUS0hp8XYlYs0cvz8,Rampa,49444.0,"['deep disco house', 'microhouse', 'minimal tech house', 'minimal techno', 'organic house', 'tech house']",54,20,2loEsOijJ6XiGzWYFXMIRk;5mIowAJMp7RKNheelruV5z;6XJeFzmI6vrWyHcdB7EImP;2JnkjHtuUjz83gkEx8QMS4;02DWGcShQivFepRvGJ7xhB
3wWtfT7S2uVJJ3hGZlOLkZ,Judah & the Lion,242672.0,"['banjo', 'folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",63,20,6R664N4cEza3eORSqKSgO4;2JMtxA2S9SNUlqBlkDtXm6;5LnlX7FdPg0ocmyBzOzDQW;4RwbDag6jWIYJnEGH6Wte9;26DytDdxKgr9N0tdrBSLs2
790FomKkXshlbRYZFtlgla,KAROL G,15941533.0,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",89,20,5hdhHgpxyniooUiQVaPxQ0;2wkoKEfS6dXwThbyTnZWFU;1i8SpTcr7yvPOmcqrbnVXY;0qTZZWLzuD59Un5r1speHm;47MpMsUfWtgyIIBEFOr4FE
5sQqZtsAbXAoAnvA8iN9kN,High Valley,115398.0,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,20,6k8x9QgjJkEQ1xRIDYa0tU;5cX6PE94aP77FQP0YVHNPX;0ryF1Gy87xVCOF0Jb666ak;1w9VjfHGE5qPLJQy3dKups;5wGox9x2iVERIeTJIQnFeL
77BznF1Dr1k5KyEZ6Nn3jB,Vancouver Sleep Clinic,241072.0,"['indie anthem-folk', 'vapor pop', 'vapor soul']",62,20,1ifC4znYCvmMSJ0rght5JS;7sjRnhONmeFL1tmlUvdq70;0rZp7G3gIH6WkyeXbrZnGi;26GHRG8x1F4AzbCKzUaIbw;5pdzKTGQAcRcxDOfN4mXSc
2b8d0BREA7r3nbVhD649yX,Kings Of Tomorrow,34197.0,"['classic house', 'deep house', 'disco house', 'garage house', 'house', 'soulful house', 'tribal house', 'vocal house']",51,20,0MGTHZpAGf7isSfw8yMIoi;6eChRUoyiCUCrUbwbT9Jq3;1QcNpVT6u0dHxmjpZoJtHd;6sqqGHyJ1Dnt1qKKe9iGAi;37eRNhw77Tm4Ois5CezSvY
3sHS70DMNgPxRqx2fUNrRA,QUIN,33590.0,"['alternative r&b', 'indie r&b']",49,20,6gj3sMEZYP6IESIptoXnrP;77SLhlrrJKzclwLB9bnRJZ;0Ek89uaJyo6NfWK22awFvI;3fcW2V4zOfFm0IsWCJUuzz;1mKtlPrXjWK6oIdk9cSOjs
5cxol8ruhBU1QpUick7A42,Giselle,9661.0,[],53,11,1lc8mnyGrCLtPhCoWjRxjM;5Pb27ujIyYb33zBqVysBkj;5TqQmM5hvTvm1nIbiSRw7G;4FTDSkWpchgZy2axPEGDJW;1l72cIBXfJKxJg1ETLmXWf
68vO4fkFxLbWPxTSHosxsB,Tim Green,14231.0,"['deep disco house', 'focus trance', 'minimal tech house', 'organic house', 'tech house']",46,20,4JPGyWMMmaxIRcS4zItdHJ;3Uvzk4iffO4mvchgRNJjbs;0334oJHhRSKJRHKpE9i62h;6bWakzaLHaNewLTdhJHPQb;6Th7POyVfZgiHJQ64ddV5Y
0iTjLBepeGaLgZS18kxgRq,Oliver Schories,84405.0,"['deep euro house', 'hamburg electronic', 'minimal techno', 'organic house', 'tech house', 'tropical house']",55,20,4N6XVXvfjBPNFCdS56TCea;3HRRzIZNQFus3xlUx2xKy1;0HZ3FXXgXyKoMHKwKSZOpq;1LXTXZjheh25pXMEUT9iC1;7tL5UmgvPx6TqKyf0Sjjw6
0deIjoDjl9g9Zpw0sCIOHh,Valentino Khan,196532.0,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton']",63,20,4b2v3PBjJJCF2BX14lIAsT;6M7RdR9ZP52h2mfNLmiHtU;5ttgIeUVka6FLyi00Uu5h8;6EqFMCnVGBRNmwPlk2f3Uc;6d9SnuHI2bRer7c76d8sLq
7yxi31szvlbwvKq9dYOmFI,Jon Hopkins,377224.0,"['ambient', 'compositional ambient', 'electronica', 'intelligent dance music', 'post-rock']",63,20,4znPt0HV6Ik0iR8sR4GAJE;592TFYwu9Qb0RC1hKDbX2w;2VAvhf61GgLYmC6C8anyX1;2fMe9lZs5HGGOwh8cMSIub;53N4oJpWtmnB0KGLLserGC
5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,431988.0,"['alt z', 'electropop', 'indie pop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",79,20,7naAJDAh7AZnf18YYfQruM;73eAAfRkS2Vi4hx68oTJJE;7xEFii6utZmQ61kX59HmLH;0pt7PX4Hftlg8mV1ySU84Q;3gIRvgZssIb9aiirIg0nI3
1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,216982.0,"['contemporary country', 'heartland rock']",69,20,68abRTdO4meYReMWHvBYb0;77kULmXAQ6vWer7IIHdGzI;7lDVEkjIURPMyUYwoQRrpw;78YqeIji3mgAS2K1Maca6x;2ySHS7UojGu20XfUPaBlyu
6xFrZbce9KH5APjBe4QVNa,Da$H,25864.0,"['new jersey rap', 'underground hip hop', 'vapor trap']",46,20,4u4Sj6ODtb8mAZ0wuadeqG;4Jx84VBxI1tR2KGPNRFH9l;7KduBCxhfAMiQlhMOHL3IZ;6tIgdyPfc6RVQJKCDd9ep9;2F3zBRfrDfm2FyNT0YKyAx
5mIowAJMp7RKNheelruV5z,&ME,45414.0,"['deep disco house', 'minimal tech house', 'organic house', 'tech house']",54,20,2loEsOijJ6XiGzWYFXMIRk;08jywfUS0hp8XYlYs0cvz8;3AE5c8fBFJYdxXHCSXAyVx;2JnkjHtuUjz83gkEx8QMS4;68vO4fkFxLbWPxTSHosxsB
6jsjhAEteAlY0vCiLvMLBA,ROZES,86358.0,"['electropop', 'indie electropop', 'indie poptimism', 'pop edm']",65,20,4N874uPqBka1QiCvnCVOtr;2zmrsXMHxagFz6vI2cD7r6;1Fr6agZ6iSM5Ynn2k4C8sc;3G9gR0x4v3J2Vek0Fw0yf2;1oKdM70mJD8VvDOTKeS8t1
00OLN5o0Ba1W6KkjRi5jWd,Dwin,18492.0,"['lithuanian edm', 'lithuanian electronic']",61,20,6Cubdky3Aaaaxc3sn5C32N;0dm0kGiPyhp2mps5nutUUa;3YGQcI92cOYtFdYLHhTpax;5Wj4v7ri4aDONkGEIuo0zp;7s7gMrGsT2EMm3kfHs4Av1
3cAisWS37sGCCtRgWfvrod,Diamond Platnumz,127599.0,"['afropop', 'azontobeats', 'bongo flava', 'tanzanian pop']",61,20,1eCaedusgydlcn69blHOvL;7G9dCn1mqomAa0ucJoBm6J;3RCH5MEaTPKsJwPzqGQ1w7;6rJsgXeCA9ZvRlPFgSpnw4;25txWhgJAzekbAaHuDzmwj
7IAFAOtc9kTYNTizhLSWM6,Hollow Coves,237652.0,"['indie folk', 'stomp and holler']",65,20,6vUNwmljZAcn7tNtUoxG45;5Ld19xtpAR80G2boTcHaVx;0z9hynUsIjf0ddI4uHqPWX;0A3HlWZGV8WrCcqxKM2neg;239Y6QdFqVFfdsw6moqSEN
4UodukR17NIQfNu5uaqm9B,Jamila Woods,159360.0,"['afrofuturism', 'alternative r&b', 'escape room', 'indie soul']",58,20,5RTLRtXjbXI2lSXc6jxlAz;4JqpJeNOhP6bAkolNMLwFg;1kh0AypxF3CxMMzmQyif2S;2kQnsbKnIiMahOetwlfcaS;294lNTPZfdqyzt8qnxmFiL
3bhckpkRmz8mqONUceSutp,Gerald Albright,95616.0,"['jazz saxophone', 'smooth jazz', 'smooth saxophone']",51,20,41F8cUV8LJGVDPNnj0ito3;05UwRaoOjJPuGzCtawrORF;46PWlvjKg5zNakteW1CJkG;6tBzJqpqRAPyJFR4Rq0yBP;6kgHtfY7ECO4JWbOpXOu4I
4lu50np3LdTkRL09T7x8UP,Agoria,71523.0,"['electronica', 'microhouse', 'minimal techno', 'new french touch', 'organic house', 'tech house']",52,20,2CKaDZ1Yo8YnWega9IeUzB;5muFO8VqYRCRW13EkvX564;44zcDDVZOY0ck7KECNUPK1;3VRvi42U8SsiT4YKP5LNCB;27LGatz1m8aJ7ZaVVWEphc
1ZwuShKjJItDJez0aDCsxN,SHELLS,7301.0,['uk pop'],55,20,1Fr6agZ6iSM5Ynn2k4C8sc;1V1aAksj6fIgAJb38CkVuO;0HDxlFsXwyrpufs4YgTNMm;0TytASn0kOZkCpjYTrXsBt;6c1mf6sRjz3yVqL0GgG1Kk
1ylcY77FWeSVQKh5et1VGp,Music Lab Collective,22833.0,['classify'],59,20,0TORlmlTHaneG9k4nWPn0V;4yanWaefFUJnIUV0aITdvV;41OHse5xHr1E6wceODGrPB;1Vx6UkHtcpcqVTg0pGY9fn;7CIcEIOiWaZcEH35cpsdZq
3PWp9R5HvbQgxI5KBx5kVd,KANA-BOON,694716.0,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'otacore']",67,20,3srPc1Mytv5GmTWqsQuoXW;4rqJz9fE9prZvQd8WsQv6q;1CWmF1EcrKoWIbZt9Ivfg2;0aqPTOZlKG6ltJHv7BNlsm;0ySFZq3Wd0SQUyJUzmJAeb
27fy6rHPC58Eo2VUu0iJSG,Lookas,64209.0,"['bass trap', 'electro house', 'electronic trap', 'future bass', 'traprun']",62,20,0rQ0WMIrOt6MzfiGaNWh3D;4xFadP7L1YVwVSjDDfjKjM;0lqxqV3IhQXO5czq1d0ZfJ;1DzQInbDVhE9Lh5s6T0DUL;3gxGPuGK6DOpv7XVp8V6jG
238y1dKPtMeFEpX3Y6H1Vr,Parra for Cuva,115148.0,"['downtempo', 'new french touch', 'tropical house']",62,20,0esUZwk3FcZiAH1fXa66dU;2I4hRNCYkPKJQlkoEZKjYx;3PvqCbhNlq96JXxPszCMZT;6lK8O3kyFThiTmgowQZGOH;5zSWGyWE5d0PYaYrtdVwOz
2ClAWj3iKUlyddnvR6faUP,Jacob David,2763.0,"['background piano', 'neo-classical']",66,20,3HVOv7Lm5kDzwbpGibjL4W;39u6Bl8CfMjzqKVaM3JsTJ;1SCYbA8Dz2FbWaVt6nVQo3;27DGFhdWUeudNFbPJROkWF;4aW1OBhYHyrbMWqbEfE5gT
3oKRxpszQKUjjaHz388fVA,Parcels,400122.0,"['aussietronica', 'indie soul']",67,20,2gaCpvhi31OZtozJKsr5gm;5TkylUv5ysSbNoawmn3PBj;1T2WeXEi0XlZiPpjjDAY0L;10GT4yz8c6xjjnPGtGPI1l;4PwlsrN0t5mLN0C827cbEU
1yLIaxyVkZnLMXhfRSYEjV,Johannes Bornlöf,36732.0,"['background music', 'calming instrumental', 'focus', 'neo-classical']",64,20,4FX5p8T76gw69sWyPbggCj;5nJRL0Qfseg7ZJGbT2eVrA;3LtlJprzuq0Ii8p8YFZXai;0M2jyp8P5yTxQcdPyCdDkM;4jsMhXef3DBlwIfiVLEGDZ
6Q5cnVb5SfF6RWedEp57Al,Michelle Simonal,8742.0,['coverchill'],53,20,6GB5ciGInIXxCbTrqdgz1W;4gus7u7NSeJ3OGIhOnNgIr;48eBlQXonG4CHpDSshfblU;4DpQLwz0jhUU7wuT9phTlD;0iRoi077zFrRThy27nP4GR
72PnPUc1qv9UjRPaGVZ1jq,The Handsome Family,88941.0,"['albuquerque indie', 'alternative country', 'gothic americana']",49,20,3Rdkj77BOQHj5dTLveCJvI;339qxEdD8z8okRAiTp1HKf;6MnQV8O2R0Oci41F4HLB59;188gwh9RnRT58ZQPwqwHE3;2zTCLiQ8OUIWEyV6eZWzFy
00TKPo9MxwZ0j4ooveIxWZ,Loote,165115.0,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",67,20,3sKeaby6GMSJWgYueZaSjE;3hyEbRtp617pNCuuQjyOmc;6YbvyuBTs8JbVj7iyurrJe;3mPc8WGusz2XF3Tvs3AKCR;6RHKEd9dpzQ4c09x8Zdaxu
58R5LHkK3vkmEyGUPOR5kS,KONGOS,254247.0,"['modern alternative rock', 'modern blues rock', 'modern rock', 'south african pop', 'south african rock']",59,20,7sDD7J6PTmxXfYgIYZpBf5;4hwJwkgsufeilLXS1ZfJqq;7oHJbmt1VAj16Tm6nJpSqr;2kO6mP0olFJGGh6kvUdNC8;5tFRohaO5yEsuJxmMnlCO9
2AcUPzkVWo81vumdzeLLRN,Rhye,517421.0,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",69,20,2ABBMkcUeM9hdpimo86mo6;5szdY7KaSi7epwyffrbV8c;2RP4pPHTXlQpDnO9LvR7Yt;3EnbnmqrrvApHJs6FMvYik;6Tyzp9KzpiZ04DABQoedps
7su1fG75ZwXHA6ei9Zcy7T,Stavroz,102917.0,"['ethnotronica', 'organic electronic', 'organic house']",54,20,7bfe7ceWNJ3OjzmnzcMpdu;6lK8O3kyFThiTmgowQZGOH;5tY2sa8I11tpMuhU9onQ6e;6rdTxNwQhUJTodUx7voWXO;2dUsAHSrnsFvNpNpAV4aGI
23Yv6j1axUmPPo5M6u6erO,Carlos Cipa,10264.0,"['compositional ambient', 'neo-classical']",61,20,6fsUe68biDsnK9f8G41rNO;5F2LyonwBskQycxLnIMz94;54MsweggxTxlfYUbhZNIQ0;75DsjkCdxGmvitG1tqqBkL;7e4AmALFiKR69Xra2EksPU
7ymrIsmp4vE7vAtcS12J4D,Adam Jensen,110232.0,"['alt z', 'indie poptimism', 'modern alternative rock', 'modern rock', 'rebel blues']",61,20,1YznSk5tLLp9BnzuNgghrZ;6g878dtAhjegRHVe5X0ALf;4ZgQDCtRqZlhLswVS6MHN4;5tFRohaO5yEsuJxmMnlCO9;4aN7T7NNFFMRJgVbRPne8q
6lK8O3kyFThiTmgowQZGOH,Kerala Dust,73921.0,"['organic electronic', 'organic house']",53,20,2I4hRNCYkPKJQlkoEZKjYx;0FtVISUJUZSWPU4LGeovTM;4qxDuHrnTYQkihZiJYLWdy;7bfe7ceWNJ3OjzmnzcMpdu;1xQVwAdSzsF8DO76NsZpMK
67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,113649.0,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop']",64,20,1PlWf6idMAz65Luiq6aOY9;3mPc8WGusz2XF3Tvs3AKCR;5vBrKGOjN10BMwB0cJADj4;5dhyUSoGhz79WTzP39vKs4;3G9gR0x4v3J2Vek0Fw0yf2
4iMO20EPodreIaEl8qW66y,Still Woozy,632176.0,"['bedroom pop', 'modern rock', 'oakland indie', 'pop']",74,20,6sHCvZe1PHrOAuYlwTLNH4;25pd339V2rRJo84USlcSRP;3BBCgZVbXFRzcnT1ewVfRt;2sSGPbdZJkaSE2AbcGOACx;6Sa4YbwEdGlfVSJMF1Lp67
0eI3X5rAzHRZVe5FPk4MN1,Bad Wolves,491435.0,"['alternative metal', 'metal']",67,20,1Ia5iTYHMBsMQfi7Fbcbuw;1SPVRGHIGb9TJxBKQ9O9XT;312CXoyqdQ0p6ZJ67NJoVa;4HrkLxQHZ5mgCtIVpiH5QX;4hxDvVq5t8ebPYPdBl1F9f
1f2e3RQf7LHOum8NU61q0R,Kem,589424.0,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",57,20,0un6YenPxWZ2VW4aFGMupM;59NO6KX7wQCG7jGdtH1NtL;1kjO72M26jZkv0aaGxJaov;60ciIY5MouLc2Y9n34DJdA;5jVkC5rSgdK2EPfRAmtbpH
5cKlE8f6b26h61Ml7m052Q,Haley Reinhart,249044.0,['idol'],64,20,1UxNUybRFdtksz3l5HtCEG;2IgfvpRnRRvieMOYwvI7Rr;2Wda8QEZK7twazWzqDvOdk;2zwHaEmXxX6DTv4i8ajNCM;1v3tdpIdBSW14rHUfiEVOv
6MRzB5b9YzkH4u301606hl,Loy,92.0,[],44,20,3GkQYqqevVe77z4LPLXNp7;6zaBIhIlkm4OFFNyOYPmdZ;3ryN1gEn7tpbhzUlEetAUe;6x919AU6p0wfsUAdWV6M5K;45Utoxop3UFq0Qg9YFLhx0
2G8UkPZnQ8i78L8TfqP1X6,Christian Leave,252767.0,"['alt z', 'indie cafe pop', 'indie pop', 'modern rock', 'pop']",65,20,6Sa4YbwEdGlfVSJMF1Lp67;4Uc8Dsxct0oMqx0P6i60ea;7EEefVBNBS3ckwouEl62oB;35l9BRT7MXmM8bv2WDQiyB;2D4FOOOtWycb3Aw9nY5n3c
5Ayl2bJtN5mdCsxZoxs9n1,Collie Buddz,316011.0,"['dancehall', 'jawaiian', 'modern reggae', 'reggae fusion', 'roots reggae']",65,20,4RfTXjK9aiiIKDaKUHpL57;7Lij2ZLJJQOfGojVR3Wmqa;1XTGADISSMRf8B4TcVGYUC;72T7x96EAqN2UWvAgobYfv;21J3YJTyq1biE3SvSNjzuf
02seUFsFQP7TH4hLrTj77o,Nathaniel Rateliff & The Night Sweats,459021.0,"['funk', 'indie folk', 'modern blues rock', 'new americana', 'rock', 'stomp and holler']",64,20,4fXkvh05wFhuH77MfD4m9o;7mZgBMpvaBziYQfc9TbJH5;2qFOYqFxPaIwEnffVhJhEn;4lujUKeO6nQAJXpq37Epn7;3mVWMgLc7bcyCBtL2ymZwK
3CAxQbEOPnxzxhed0k0gHf,Marry,4186.0,"['discofox', 'partyschlager', 'schlager']",39,20,39YvoTb5qQYoH0hfP9jD21;43HoYloPRWQg1de2tqvDxk;0wthMVPZokXfreetdLFWaw;6VNu7T77rq5v76M4pzaRwD;05rSvf1zNgSF9sQa5ulkFs
3MZsBdqDrRTJihTHQrO6Dq,Joji,4370727.0,"['alternative r&b', 'viral pop']",85,20,1AhjOkOLkbHUfcHDSErXQs;3yJnBqAoRUNeDabdYoiYWD;05SdqPzK4m3k1ljK2wrTSP;5BhFZpE8kUGZJiKOsYjLQM;6TLwD7HPWuiOzvXEa3oCNe
3cMInYqk6yzf37zo8iznoz,DNMO,29845.0,"['bass trap', 'uk dance']",58,20,3exvMmrLV6o4R42YnG3Id6;2tLI4kPsmsxQQv6zr2jbgt;23ostNBoB9z6GMXLtHdg7y;4JznCAfxUluG6YAdAiM0YE;2LY0E3xg8svCVYXVNTze5T
2sSGPbdZJkaSE2AbcGOACx,The Marías,474089.0,"['bedroom pop', 'indie pop', 'la indie']",68,20,32zeX1IoVKAGWMyy1isKUq;3BBCgZVbXFRzcnT1ewVfRt;6sHCvZe1PHrOAuYlwTLNH4;6BkeI9oZkqskZ4XMwy5OFl;6ft7JnxMyZhp7N52qzHymY
1kMVs324xI4K0tQrKqA4c4,City Morgue,228509.0,"['dark trap', 'underground hip hop']",67,20,3m9W4fgKhCj5yttpKEAyse;6aiFCgyKNwF9Rv5TOxnE8E;5bCwYvvFvWOEXtO9W7p0Iv;6eGuRZs8HIfjgRPPkkD0Af;6TeJpqb3PcvfHxjKAEKCNu
01MF4cCaxzyyIrsHl7PzSI,Ghost,0.0,[],0,0,
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,6061334.0,"['melodic rap', 'rap', 'trap']",87,20,1iJdyDcY98X3GMnUesl7tf;2tIP7SsRs7vjIcLrU85W8J;2rhFzFmezpnW82MNqEKVry;61qMnYXa1GxSBoV3IiYKjZ;2HUwZ0kumzCSlhFcjFZfpp
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,4576430.0,"['atl hip hop', 'rap', 'trap']",84,20,3x3jSlhyv5CiCZDZlaTq0M;6FqXAd1hQl7vVdIQ3hhtgc;7GuUYiGZOzQwq4L6gAfy1T;5yPzzu25VzEk8qrGTLIrE1;0bZ9jANLkwEFVcSnHnwrpb
45dkTj5sMRSjrmBSBeiHym,Tate McRae,1375271.0,"['alt z', 'electropop', 'pop', 'post-teen pop']",83,20,2y9j8qUwBMGPYPQJJxmYzD;1QRj3hoop9Mv5VvHQkwPEp;5IH6FPUwQTxPSXurCrcIov;7LImGq5KnzQobZciDJpeJb;5xkAtLTf309LAGZTbvULBn
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,7519267.0,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",83,20,5CCwRZC6euC8Odo6y9X8jr;4ScCswdRlyA23odg9thgIO;0X2BH1fck6amBIoJhDVmmJ;5jAMCwdNHWr7JThxtMuEyy;1Xylc3o4UrD53lo9CvFvVg
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,15390470.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",84,20,1Hsdzj7Dlq2I7tHP7501T4;5pUo3fmmHT8bhCyHE52hA6;6KImCVD70vtIoJWnq6nGn3;7n2wHs1TKAczGzO7Dd2rGr;1l8Fu6IkuTP0U5QetQJ5Xt
5Wg2b4Mp42gicxEeDNawf7,A7S,17667.0,['scandipop'],82,0,
0JR6rvTTqLme2zciA6q1QW,Polar,1.0,[],0,0,
04cvYrMKniikkxG4udySiK,Jay Dee,1.0,[],0,0,
05clmC936dXDK1nsMn395C,Andre,1.0,[],0,0,
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,2889175.0,"['brooklyn drill', 'melodic rap', 'nyc rap']",91,20,14CHVeJGrR5xgUGQFV5BVM;31W5EY0aAly4Qieq6OFu6I;1tG7s7S4sq2eFFW0QZyLbm;4Ga1P7PMIsmqEZqhYZQgDo;4IprNlQiJZUUJhDl0fL2SL
6AgTAQt8XS6jRWi4sX7w49,Polo G,3657199.0,['chicago rap'],91,20,2tIP7SsRs7vjIcLrU85W8J;4IprNlQiJZUUJhDl0fL2SL;6Xgp2XMz1fhVYe7i6yNAax;1cNDP5yjU5vjeR8qMf4grg;4Ga1P7PMIsmqEZqhYZQgDo
6trIghKwHRUyxwvm66HLHH,Fousheé,100256.0,['indie r&b'],72,20,294lNTPZfdqyzt8qnxmFiL;40ZElxHldNyvn7x8WRC6fh;74CcYmmNeHKe5PrZaISk8e;2tAqnHDAgnGtjnlzyoa38L;4DtUsfaVQBhypuwYmobdSm
6Fmqyl6ZmmVYVtBlo0XNYW,Hugo,0.0,[],0,0,
5xcai2yBVdyRXXYfpaKdyD,Helen Humes,2404.0,"['jazz blues', 'rhythm and blues', 'torch song']",23,20,0tEpMx1r2UhJNf6yMvVBLG;0LyTHMstvqKiSoqdnnjqix;2rcjLEFEZ37QMTNy2Yk3xK;12YnPfu3zqQ9uOalclG0bK;0qGFARKf4pfodYjZbj5N4v
7CajNmpbOovFoOoasH2HaY,Calvin Harris,21562562.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",87,20,1Cs0zKBU1kc0i8ypK3B9ai;1HBjj22wzbscIZ9sEb5dyf;1IueXOQyABrMOprrzwQJWN;4ehtJnVumNf6xzSCDk8aLB;7DMveApC7UnC2NPfPvlHSU
0SwO7SWeDHJijQ3XNS7xEE,MGMT,2182518.0,"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'rock']",79,20,7gjAu1qr5C2grXeQFFOGeh;1xU878Z1QtBldR7ru9owdU;67hb7towEyKvt5Z8Bx306c;0p5axeJsbtTCXBrRVoKjwu;54QMjE4toDfiCryzYWCpXX
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,3452237.0,"['alternative metal', 'nu metal', 'post-grunge']",75,20,6B5c4sch27tWHAGdarpPaW;4IR8ZkpbyyKrqsIzchF3NB;70BYFdaZbEKbeauJ670ysI;2MqhkhX4npxDZ62ObR5ELO;2xiIXseIJcq3nG7C8fHeBj
70BYFdaZbEKbeauJ670ysI,Shinedown,2935387.0,"['alternative metal', 'nu metal', 'post-grunge']",75,20,6B5c4sch27tWHAGdarpPaW;4IR8ZkpbyyKrqsIzchF3NB;74eX4C98E4FCrAMl39qRsJ;6BMhCQJYHxxKAeqYS1p5rY;0DrXhci3WAyo0WJv1RBOG6
7JDSHlDdVTo7aZKdQZ53Vf,Static-X,1013142.0,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock']",63,20,2Pfv2w8a20xzC7Dr7QXRqM;7fWgqc4HJi3pcHhK8hKg2p;18absyD7lQaXUDBXnyzU8M;69k6uTSZMPLpSnhmLCiKxQ;5imUS9dQyCbAjUEJJ9QyWC
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,958356.0,"['bass trap', 'edm', 'electro house', 'electronic trap', 'pop dance']",69,20,7yPPzu5UdAK7yagQqjEZQm;1kiZfWU37oS0pCOV7Os1Pj;4zYX8Aa744hQ5O2hpAYQI3;1EAFXic0Cfiwpe7nSuTrGL;5jm3x1qIibWdKSEMw2G011
3xU8YsNNkmWSPewlB18NUz,Harshdeep Kaur,1630163.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",62,20,3cqeO3muWIW5uSmUDNCmyT;5SuRAj1A9FEHj5NxS86YAm;3eDT9fwXKuHWFvgZaaYC5v;5GnnSrwNCGyfAU4zuIytiS;4W91bbPB2CTSsHwt7eqNl7
4IliztYDlfMvzQzbx50o60,Flyleaf,834347.0,"['alternative metal', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge']",63,20,01crEa9G3pNpXZ5m7wuHOk;3niqfoc7C6lIeCNVz8iZYE;5v6wlK6GCKVovWMbPqSHNy;6B5c4sch27tWHAGdarpPaW;7qAcXJgt1PWnxwUgxMdyuk
0oBEeN6BCxEgMogzThqrPf,Big & Rich,906755.0,"['contemporary country', 'country', 'country road', 'modern country rock']",62,20,6ktyNEnEukKzskQEiXgCFD;1zhIzONVRlTfD1VQRauHMl;79FMDwzZQxHgSkIYBl3ODU;2qgvmDsc4jrqbAbjq1HGM2;1XhhO2dTs2fKyhILj0aam6
1Dvfqq39HxvCJ3GvfeIFuT,Mastodon,645410.0,"['alternative metal', 'atlanta metal', 'hard rock', 'metal', 'nu metal', 'progressive groove metal', 'progressive sludge', 'rock', 'sludge metal', 'stoner metal']",62,20,3KdXhEwbqFHfNfSk7L9E87;17qfMEjKb5ry8L8mekQZfd;6fuALtryzj4cq7vkglKLxq;7mO0JGOATH8fVHvgCdZsXh;0GDGKpJFhVpcjIGF8N6Ewt
4wo1267SJuUfHgasdlfNfc,The Raconteurs,730107.0,"['alternative rock', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock', 'supergroup']",63,20,4F84IBURUo98rz4r61KF70;4AZab8zo2nTYd7ORDmQu0V;1tpXaFf2F55E7kVJON4j4G;4DToQR3aKrHQSSRzSz8Nzt;7vkiEK5D7Gf0z4M1Va0CXD
3HJIB8sYPyxrFGuwvKXSLR,TV On The Radio,496848.0,"['alternative dance', 'alternative rock', 'brooklyn indie', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'new rave', 'rock', 'stomp and holler']",61,20,1jSaZgaKHmgc7VTgML528r;0XSqX2PB3C5dTMv7SZaxSm;0K1q0nXQ8is36PzOKAMbNe;6kFay2DQ5aZfeu5OsrF3Pw;676oR6vRgfSzaBibbPhLhH
